state_name,state_abbr,source_id,source_url,final_url_after_redirect,domain,title,file_type,local_file_path,file_size_bytes,sha256,http_status,retrieval_timestamp,posted_date_detected,official_source_flag,official_agency_name,source_grade,search_query_used,notes
Alabama,AL,state_AL_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Alabama"" Medicaid unwinding renewal official | ""Alabama"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Alaska,AK,state_AK_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Alaska"" Medicaid unwinding renewal official | ""Alaska"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Arizona,AZ,state_AZ_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Arizona"" Medicaid unwinding renewal official | ""Arizona"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Arkansas,AR,state_AR_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Arkansas"" Medicaid unwinding renewal official | ""Arkansas"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
California,CA,state_CA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""California"" Medicaid unwinding renewal official | ""California"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Colorado,CO,state_CO_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Colorado"" Medicaid unwinding renewal official | ""Colorado"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Connecticut,CT,state_CT_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Connecticut"" Medicaid unwinding renewal official | ""Connecticut"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Delaware,DE,state_DE_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Delaware"" Medicaid unwinding renewal official | ""Delaware"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
District of Columbia,DC,state_DC_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""District of Columbia"" Medicaid unwinding renewal official | ""District of Columbia"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Florida,FL,state_FL_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Florida"" Medicaid unwinding renewal official | ""Florida"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Georgia,GA,state_GA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Georgia"" Medicaid unwinding renewal official | ""Georgia"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Hawaii,HI,state_HI_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Hawaii"" Medicaid unwinding renewal official | ""Hawaii"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Idaho,ID,state_ID_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Idaho"" Medicaid unwinding renewal official | ""Idaho"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Illinois,IL,state_IL_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Illinois"" Medicaid unwinding renewal official | ""Illinois"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Indiana,IN,state_IN_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Indiana"" Medicaid unwinding renewal official | ""Indiana"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Iowa,IA,state_IA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Iowa"" Medicaid unwinding renewal official | ""Iowa"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Kansas,KS,state_KS_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Kansas"" Medicaid unwinding renewal official | ""Kansas"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Kentucky,KY,state_KY_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Kentucky"" Medicaid unwinding renewal official | ""Kentucky"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Louisiana,LA,state_LA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Louisiana"" Medicaid unwinding renewal official | ""Louisiana"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Maine,ME,state_ME_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Maine"" Medicaid unwinding renewal official | ""Maine"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Maryland,MD,state_MD_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Maryland"" Medicaid unwinding renewal official | ""Maryland"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Massachusetts,MA,state_MA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Massachusetts"" Medicaid unwinding renewal official | ""Massachusetts"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Michigan,MI,state_MI_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Michigan"" Medicaid unwinding renewal official | ""Michigan"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Minnesota,MN,state_MN_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Minnesota"" Medicaid unwinding renewal official | ""Minnesota"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Mississippi,MS,state_MS_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Mississippi"" Medicaid unwinding renewal official | ""Mississippi"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Missouri,MO,state_MO_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Missouri"" Medicaid unwinding renewal official | ""Missouri"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Montana,MT,state_MT_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Montana"" Medicaid unwinding renewal official | ""Montana"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Nebraska,NE,state_NE_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Nebraska"" Medicaid unwinding renewal official | ""Nebraska"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Nevada,NV,state_NV_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Nevada"" Medicaid unwinding renewal official | ""Nevada"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
New Hampshire,NH,state_NH_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""New Hampshire"" Medicaid unwinding renewal official | ""New Hampshire"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
New Jersey,NJ,state_NJ_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""New Jersey"" Medicaid unwinding renewal official | ""New Jersey"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
New Mexico,NM,state_NM_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""New Mexico"" Medicaid unwinding renewal official | ""New Mexico"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
New York,NY,state_NY_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""New York"" Medicaid unwinding renewal official | ""New York"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
North Carolina,NC,state_NC_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""North Carolina"" Medicaid unwinding renewal official | ""North Carolina"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
North Dakota,ND,state_ND_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""North Dakota"" Medicaid unwinding renewal official | ""North Dakota"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Ohio,OH,state_OH_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Ohio"" Medicaid unwinding renewal official | ""Ohio"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Oklahoma,OK,state_OK_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Oklahoma"" Medicaid unwinding renewal official | ""Oklahoma"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Oregon,OR,state_OR_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Oregon"" Medicaid unwinding renewal official | ""Oregon"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Pennsylvania,PA,state_PA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Pennsylvania"" Medicaid unwinding renewal official | ""Pennsylvania"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Rhode Island,RI,state_RI_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Rhode Island"" Medicaid unwinding renewal official | ""Rhode Island"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
South Carolina,SC,state_SC_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""South Carolina"" Medicaid unwinding renewal official | ""South Carolina"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
South Dakota,SD,state_SD_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""South Dakota"" Medicaid unwinding renewal official | ""South Dakota"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Tennessee,TN,state_TN_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Tennessee"" Medicaid unwinding renewal official | ""Tennessee"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Texas,TX,state_TX_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Texas"" Medicaid unwinding renewal official | ""Texas"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Utah,UT,state_UT_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Utah"" Medicaid unwinding renewal official | ""Utah"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Vermont,VT,state_VT_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Vermont"" Medicaid unwinding renewal official | ""Vermont"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Virginia,VA,state_VA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Virginia"" Medicaid unwinding renewal official | ""Virginia"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Washington,WA,state_WA_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Washington"" Medicaid unwinding renewal official | ""Washington"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
West Virginia,WV,state_WV_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""West Virginia"" Medicaid unwinding renewal official | ""West Virginia"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Wisconsin,WI,state_WI_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Wisconsin"" Medicaid unwinding renewal official | ""Wisconsin"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
Wyoming,WY,state_WY_not_found,,,,not_found,,,0,,not_found,2026-05-16T10:50:46.217653+00:00,,False,,not_found,"""Wyoming"" Medicaid unwinding renewal official | ""Wyoming"" Medicaid redetermination schedule 2023 official",No official .gov state source found in automated first-pass search. Do not infer absence of policy.
